titulo,preco,preco_antigo,avaliacao,loja,frete,desconto_pct,link,tem_desconto,frete_gratis,faixa_preco,score
Smartphone Motorola Moto G06 - 256gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9 - Bege,723,1349.0,4.9,Motorola,Chegará grátis amanhã,46,https://www.mercadolivre.com.br/smartphone-motorola-moto-g06-256gb-12gb-4gb-ram-8gb-ram-boost-e-camera-50mp-com-ai-bateria-de-5200-mah-tela-69-bege/p/MLB55762063#polycard_client=search-desktop&search_layout=grid&position=17&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5765125576&sid=search,1,1,500-1k,26.25
Smartphone Motorola Edge 60 Pro 5g - 256gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Azul,2694,4499.0,4.9,Motorola,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-pro-5g-256gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-azul/p/MLB49085450#polycard_client=search-desktop&search_layout=grid&position=18&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5382324466&sid=search,1,1,2k-5k,24.45
Smartphone Samsung Galaxy A36 5G 256GB 8GB RAM,1521,3299.0,4.9,Samsung,Chegará grátis amanhã,54,https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a36-5g-256gb-8gb-ram/p/MLB47111905#polycard_client=search-desktop&search_layout=grid&position=19&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5317478858&sid=search,1,1,1k-2k,28.65
"Celular Samsung Galaxy A17 5g Com Ia, 256gb, 8gb Ram, Câm De 50mp, Tela De 6.7 , Nfc, Ip54 - Preto",1576,1899.0,4.9,Samsung,Chegará grátis amanhã,17,https://www.mercadolivre.com.br/celular-samsung-galaxy-a17-5g-com-ia-256gb-8gb-ram-cm-de-50mp-tela-de-67-nfc-ip54-preto/p/MLB54961455#polycard_client=search-desktop&search_layout=grid&position=20&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6574985998&sid=search,1,1,1k-2k,17.55
Celular Smartphone Realme C73 256gb 8gb Ram Dual Sim 120hz 6000mAh Violeta,1149,1999.0,4.8,Webfones,Chegará grátis amanhã,43,https://www.mercadolivre.com.br/celular-smartphone-realme-c73-256gb-8gb-ram-dual-sim-120hz-6000mah-violeta/p/MLB62258511#polycard_client=search-desktop&search_layout=grid&position=21&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4334411855&sid=search,1,1,1k-2k,25.3
"Celular Samsung Galaxy A26 5g 256gb, 8gb Ram, Câmera De 50mp, Ip67, Tela Super Amoled 6.7 , Nfc - Preto",1405,2167.0,4.8,123 Comprou,Chegará grátis amanhã,35,https://www.mercadolivre.com.br/celular-samsung-galaxy-a26-5g-256gb-8gb-ram-cmera-de-50mp-ip67-tela-super-amoled-67-nfc-preto/p/MLB47424244#polycard_client=search-desktop&search_layout=grid&position=22&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5474927460&sid=search,1,1,1k-2k,22.9
"Celular Samsung Galaxy A17 Com Ia, 128gb, 4gb Ram, Câm De 50mp, Tela De 6.7 , Nfc, Ip54 - Preto",899,1499.0,4.9,Samsung,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/celular-samsung-galaxy-a17-com-ia-128gb-4gb-ram-cm-de-50mp-tela-de-67-nfc-ip54-preto/p/MLB54987753#polycard_client=search-desktop&search_layout=grid&position=23&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4217306791&sid=search,1,1,500-1k,24.45
"Celular Samsung Galaxy S25 Fe 5g, 128gb, 8gb Ram, Câmera Tripla De 50+12+8, Tela Grande De 6.7 Jetblack",2868,4499.0,4.9,Samsung,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/celular-samsung-galaxy-s25-fe-5g-128gb-8gb-ram-cmera-tripla-de-50128-tela-grande-de-67-jetblack/p/MLB61692896#polycard_client=search-desktop&search_layout=grid&position=24&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6087231690&sid=search,1,1,2k-5k,23.25
Moto G15 Dual Sim 4gb Ram 128gb Azul Marino,699,1099.0,4.8,Motorola,Frete grátis,36,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=17XV8QTnNKoAsCx8hlQqTni8lo6vm0lC8ptXBNBmgOmtJe9LtlFo5qrluApn2yLrGsDEF4xwbaiMuRS%2BGMXIBuNhslj39K6H8%2BF7XK4msQUqP9BOBYll8DE%2FaxhYGhbA2HUsSHgLiKcT2qnYJS0L6I8WghxkVfhFcw2Yt656YztDbPBhI6rZLkvW1Ht4LqsBOPVtcxu3RLj9idh00g3CI7YdhUy%2F7ldW9%2BUs1pGBeGWD5O9XaRjqYDRx0oFphCtEWVO3g0q6zNuDiTQjDM9jE10iSgS7KN7JbFb4kzhGDTM8TLlQu9E3xbnrFCChztMqwE2rMCXzR8YI%2FX%2FGnHDOqwz5iBNDf5pjxB%2F8ncK6kUAags61%2FRhxzmzOa8KEj7mbBsuulnmS4bKvl4SeCO1ftie1CjyroqRvJWiTev3Y3ktjmIOmBZHkdptZwijoidcT9Cktx1%2BaKRspYtbPXQq0Tdfko9GRkGU9bj%2BEvNViO1r9WE91SkFpj9zSnq5eQsiJ9NgHsl8dfokMZyw60y1k6PkQ8cOB03ZPme75DT0S2PM%2BlMKnwWg2gFaCif6X8qITB0YWljsNpbNhVV%2F9X5rophcYyXZX43k8ohzt0LmMmJRwLX93kDL6%2BZ9K4XrAaB7QerdOjuiqCw8EnnK0qHhRMwpOKpDZMaEhi2QkD%2FXxKqGm4fHGKQIqGlPOKHbWobOF%2Be3dcJ1Vw7ycotkw7v9lkmieUvNa5CTpv%2BrpEV%2FK1ZHbFLYMFf0zQikVg8g9j6y%2Flz4H2ubaoX%2BDZQZ9lrRgjiTKckMiRB4BsztJZ8Lk8FpREIAEVBcs3tJLIZ8B7MCkg6vKpn3IxJjY0VMzU1l98WSqxDiGlDE8RO05iLzIDRteft7VMTuwlmpeV6OZ5XeIXGXDkdayFI53n9lRXaEivFhvvleX1qX8%2B8WrnvmA5qqdeQ%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB46056608&backend_model=search-backend&search_layout=grid&position=25&type=pad&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB3975530813&sid=search,1,1,500-1k,23.2
"Smartphone Motorola Moto G17 4g - 128gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Azul",899,1299.0,4.9,Motorola,Chegará grátis amanhã,31,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=elnKst0bZVZN8iSbdBDPPoWtT3cOj5%2B0IVc374PzivF1qQSWh21EYyTNLotb9NL%2B%2BWT9Yre85yQqMpejzIW5wPayEX7VClmuFG%2B4%2Bpgt3IjX%2FwnsPImLBGUT%2FEQawtlwAZ4jBNhOy0qb%2FOvq8UV6Eynwy%2FV3oo3IsqrKLhBUlcyVjzb9JCnPTyWo3DAJ7ERHtANEnsbnaUsccOL2a0uXKsVInPy0AuSx%2Fm%2FtPw2CQU4p6qZeuw0TSaRCxtRcR3RqmJy1zbXrvanHiLoDAxLAnv68d72H%2FcFMfZh2msq1%2FW2%2BkW0Jxsy9TVi%2FOKHUHUSWMOxQtB4k6JPJ96ehNtN1gYMv9zjYTijW721e6GP6fypxZ7yCJ0%2B2A2KHfvhwls67OYTSNfC41FKxtUdMrccSDxP5oCv6Mr7P%2FV7oWJS4fsF9eekKOsO2HXeV5FCpNw1BmQgx4qepGjb%2F6g6kjrdtXWzvKdCEugdsjd37ZJo%2F7biETuymGFfCnmQXzWrc3aSNAbuqyLDeHBNpgIkUOZti7CZd3WaYXFtTjm5Y0c6HSdWqUEiEebMJ9YhAYuqiXz4Dy%2F2qwa0DMlVjM%2BYdwurH%2Bu3agm0Pyh2Iav07pF6QeWlTGU3KvU%2Bg5vIQ4EGK37PRvGtyw9dkZABCx0aH2scVLHF%2BKo14GyrcHARfX57w5Z4%2FzBNv5Rpcf7hGDtnet6YVpCf4LceCWlfo%2FzyCP%2FhVjnr%2BZJjMh8qO1HncTywWLH7lQK6JkN4NBR9ZfrfnjKa4fzlnmFKvDpmABAR61VUmSotq%2FXuzqiVle8aef2mXAJk2BcUykgA%2F2MA9x8XPqiuczEXS2Q7B0b7FTAWyiDJBgLjN8XixPes8Gb8%2Fj44d7VYbrS6RLYYjFF%2FiCF2uZqvErQ3kF7SbilobarMgCYL%2FtEZuKRJ2f8lvBm%2Ffop0hFMMQiBpRKVGiRJZFOqdC6BP470AQxti3zEDqGCpu6PFScJdT0KTGHkMoXUS3PZFDw0xMPwfX%2BEimmNcl7jTDzT%2FuNt7a96Tv9UaqekdoRgp1pySG%2BWDV#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB65041642&backend_model=search-backend&search_layout=grid&position=26&type=pad&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6420215012&sid=search,1,1,500-1k,21.75
"Smartphone Motorola Moto g86 5G - 512GB 24GB (12GB RAM+12GB Ram Boost) Tela 1.5K pOLED, 50MP Sony camera OIS Moto AI, videos em 4K, IP68 + IP69",2069,3099.0,4.9,Motorola,Chegará grátis amanhã,33,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1MzQd5fiNdnEPSsIhuHyWR2wCP9Z22Y6cXRw6vBn4cxdz89SEVK7ikRC2483Vp6aHBNvEkbLUwqerCV5ol2uiMlGBtL0iUbdrt1lQK%2BSSQAYIafvgS2NVyS5xHSba3NPzqStK9uhCrEibPbOQDXabyu%2BCqOipWeNmz%2FhQdtCCGsTPYOIYjxyLXmyK33cp5qGJ7Xv77ZINd1%2BXXizC5iJDn%2BKXw4meGyYwh%2FSz86Q2WMaRu7FjBzrBfd0KjTuVaOw%2FdkQzwD%2BcQM3%2BT%2BwpzmYSA4o4CweO5sL6PRglg4vIVXE8XWjFNpCZgNthr1LZKMCHxCybn%2BNltOXN9nwSFTLFbpjRmuERRAIvD0%2FnMZBFp641qpTbWazIc081%2Fk4WKCZJqfFSvtd8b3GwdF3M0zggJ6b%2BBHS0Nnk%2BnrqNUX3zRwa%2BzIeN6x1LctbfcY25O9%2FuZw4LdqgGM5cgcTJlW0yL%2BAsFLrsqQ8%2B3QhDB01WlNGUPNdj1b0IA%2BMKNzfucE7qnDJOuAGPzPLrzVAx85RQIVIa1nFDS8ioDSoa3wYKXRlRCf3F7Qt7298XhCl8117JmR1DLqCUCybFPf%2B70icIfG%2BGK0ja7oKLj5LLoL84GHcA1ZZgcYGWVTRgFFYcraJdGr9RYYHGQl7aCCa5GZi%2B01JnGvLJhESsjW0oeTFjBg7VU5v2HFPXO6I6bAwifriv%2BuY%2BT8%2Bn%2BNd21wcT6RR7y1jUrGG2wvuXgKSKxMLYOE8%2BSWXCQdyxMSCHHoHJXNxNR5O%2FhgBps5grFm9jWxNxiS9omwBrv%2BbVUtLaZ8SBNHOesSFraa1wfPFp4%2BTRD2%2FJ7%2FpBCsbFG2BsfMNBTQ7qp37HLUT%2Bnu%2FZKtZiX5MfFscS0EQuJgBiDaDWrdfAgu4PDxkIWbMLqxvIbNwRAytdzw9xTfA5arl1nursH%2BkLqGGP0%2Fqq3NC%2FCyYTQED6H8S%2F1x1Fpy96rgeamaasBLCrTU0ZKDlWDMlJND9fhn6FX7tK0Srx3OjkvOKZENr85Vgy%2BaZVhU8kh0D88LSVYch233xB96YDYjEKooJ77Q%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB62124802&backend_model=search-backend&search_layout=grid&position=27&type=pad&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6152645844&sid=search,1,1,2k-5k,22.35
"Smartphone Motorola Moto G77 5g - 256gb 24gb (8gb Ram + 16gb Ram Boost) Camera 108mp Ultra-pixel, Tela 1.5k Extreme Amoled 120hz, Ultrarresistente - Verde-escuro",2069,2499.0,4.9,Motorola,Chegará grátis amanhã,17,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=P6QBQ4mOTJQ%2ByGHzp2tqhNXk1W3WsS0oDUDEp7UVqkWg8PZUqsCPXRvZr19q1R3uMBaRPKiiXAzaL48ubdzXsFuc0q2Zl%2FVHixLBKD%2BK9Jam7pLhWuacT%2FDms3KkrGxHOEmrUx%2FPtFWoO7gJuL0FTu9Yy9ZITgOsuXM5CaFI7z7bOHSPSpLx2S%2BQI8yo0ll7QvFO3APXkFshVj5OAb%2Fy8tMBKXGKAHbmOytgDjT0JCxtjKGEPk%2BbCpiSWevNdweTyX95D4wFst%2F5Y7UzTdK9dYltlC%2BzfFFWrI7IpgJKCKWGP%2B9H5K8lwexX4PFBOJGidZFGo2m9l6ZRnj91nlpbpfTWlblf1C4DSb1BJwtgjhMS7YP2VIH4wxcIMzFo8%2Buvqby5Pa018M%2B29%2Fe5q8jcKyq%2BuJmHWGzx%2BRu5yqmwhIhno%2BBXOlvHv1ni2FjlTX89UN2VC2fr9cHrb5DcRBK5IVhRSOjZbd9hCIrpFNfp%2FNurjwRCVxBl4ppIP7mFXSUEfr7hBm4FNeMDVi3%2F8%2FyPDhC9L%2FmZqnhVk3jpGhLYYbInwtEZRwu8YAE7VSCQF62FuuKTmeLBSfmYMOtsxUH%2FWlsrPVIImo2JP0w%2FqaHPvFidILlqlziQ8HgMlN0c6h59oJJjUJbuUf0c8gZOKEts1ukJOSmxincrmtma9UbglQSp8JFuKtSmsZeNoUinADM9bVoFPcdX5LUX1TblREQ7NS9oArBlIUdpxSTj3WO9XJ73RoN%2FfxQXRHjvNQfocDutaTXI%2BdX3ZiLa3M63SulDqAhZrb8W0cAIBkdA2PYCQwtwsPch3wlG506cveq3%2BMGoLvqNvmM8g7yc64lnasqZ5pJV4%2B9ByKsfF5IUwVJ36APkQnik83LCoXCwvaSkxshHEVHACqgVwH0OYoxMKm4S3LqSfKLsCMTMy2pxb3XDE3RnhMF1BkIAxSHJpNm4kgyC9DnJshRaRAiGS5jj0kHcJlHOzI3wedRWg3byHnK6veWcitVHNLYNqtTruzxo32smuGXvQKDCP6RdMdjYAzhCfoCGMDe4ACuTbZs0lWqcKLZ1pU6e%2FF8EJozS%2BLfx#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB65305142&backend_model=search-backend&search_layout=grid&position=28&type=pad&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6420050194&sid=search,1,1,2k-5k,17.55
Smartphone Motorola Moto G05 256gb 4gb Ram Camera 50mp Vermelho,699,1199.0,4.9,Motorola,Chegará grátis amanhã,42,https://www.mercadolivre.com.br/smartphone-motorola-moto-g05-256gb-4gb-ram-camera-50mp-vermelho/p/MLB58493174#polycard_client=search-desktop&search_layout=grid&position=29&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5774641722&sid=search,1,1,500-1k,25.05
iPhone 16e (128 GB) - Preto - Distribuidor Autorizado,3699,5799.0,4.9,Apple,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/iphone-16e-128-gb-preto-distribuidor-autorizado/p/MLB1046215784#polycard_client=search-desktop&search_layout=grid&position=30&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB3986439067&sid=search,1,1,2k-5k,23.25
Smartphone Motorola Edge 60 Neo 5G - 256GB 24GB (12GB RAM + 12GB Ram Boost) 50MP Sony Camera Moto AI e tela 1.5K Super HD - Latte,1799,3799.0,4.9,Motorola,Chegará grátis amanhã,53,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-neo-5g-256gb-24gb-12gb-ram-12gb-ram-boost-50mp-sony-camera-moto-ai-e-tela-15k-super-hd-latte/p/MLB58684606#polycard_client=search-desktop&search_layout=grid&position=31&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4265763257&sid=search,1,1,1k-2k,28.349999999999998
"Samsung Galaxy S25 5G, 256GB, 12GB, Câmera Tripla - Azul claro",3898,5999.0,4.9,Samsung,Chegará grátis amanhã,35,https://www.mercadolivre.com.br/samsung-galaxy-s25-5g-256gb-12gb-cmera-tripla-azul-claro/p/MLB45513356#polycard_client=search-desktop&search_layout=grid&position=32&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5264376996&sid=search,1,1,2k-5k,22.95
"Smartphone Motorola Moto G86 5g - 256gb 24gb (8gb Ram+16gb Ram Boost) Tela 1.5k Poled, 50mp Sony Camera Ois Moto Ai, Videos Em 4k, Ip68 + Ip69 - Vermelho",1792,2399.0,4.9,Motorola,Chegará grátis amanhã,25,https://www.mercadolivre.com.br/smartphone-motorola-moto-g86-5g-256gb-24gb-8gb-ram16gb-ram-boost-tela-15k-poled-50mp-sony-camera-ois-moto-ai-videos-em-4k-ip68-ip69-vermelho/p/MLB51340616#polycard_client=search-desktop&search_layout=grid&position=33&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5462013472&sid=search,1,1,1k-2k,19.95
"Smartphone Infinix Note 50X 5G 8GB RAM 256GB De Armazenamento Tela 6,78"" Polegadas HD+ 120HZ Câmera 50MP + Selfie 8MP Bateria 5200mah NFC, DTS Áudio - Cor Cinza",1349,2267.0,4.8,123 Comprou,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-infinix-note-50x-5g-8gb-ram-256gb-de-armazenamento-tela-678-polegadas-hd-120hz-cmera-50mp-selfie-8mp-bateria-5200mah-nfc-dts-audio-cor-cinza/p/MLB61656785#polycard_client=search-desktop&search_layout=grid&position=34&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5957442486&sid=search,1,1,1k-2k,24.4
Smartphone Motorola Edge 60 5g - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Azul Marinho,2099,2799.0,4.9,Motorola,Não informado,25,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-azul-marinho/p/MLB48930800#polycard_client=search-desktop&search_layout=grid&position=35&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5363845340&sid=search,1,0,2k-5k,9.95
Smartphone Motorola Moto G35 5g 256gb 12gb Ram Boost Coral,945,2000.0,4.8,Desconhecida,Não informado,53,https://www.mercadolivre.com.br/smartphone-motorola-moto-g35-5g-256gb-12gb-ram-boost-coral/p/MLB63092926#polycard_client=search-desktop&search_layout=grid&position=36&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6228408744&sid=search,1,0,500-1k,18.299999999999997
Smartphone Motorola Moto G56 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Camera 50mp Sony Lytia 600 Ultrarresistencia Militar e Ip68 + Ip69 - Cinza,1598,1999.0,4.9,Motorola,Chegará grátis amanhã,20,https://www.mercadolivre.com.br/smartphone-motorola-moto-g56-5g-256gb-16gb-8gb-ram8gb-ram-boost-camera-50mp-sony-lytia-600-ultrarresistencia-militar-e-ip68-ip69-cinza/p/MLB50301060#polycard_client=search-desktop&search_layout=grid&position=37&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5402372302&sid=search,1,1,1k-2k,18.45
Apple iPhone 16 (256 GB) - Preto - Distribuidor Autorizado,5205,9538.0,4.9,Apple,Chegará grátis amanhã,45,https://www.mercadolivre.com.br/apple-iphone-16-256-gb-preto-distribuidor-autorizado/p/MLB1040287796#polycard_client=search-desktop&search_layout=grid&position=38&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB3931272075&sid=search,1,1,5k-10k,25.95
"Smartphone OPPO A6t 128gb, 12gb Ram (4gb + 8gb Virtual Ram), Bateria Gigante de 6500mAh, Processador Snapdragon, Tela 120Hz, AI Câmera, IP64 - Violeta",899,1299.0,4.9,Oppo,Chegará grátis amanhã,31,https://www.mercadolivre.com.br/smartphone-oppo-a6t-128gb-12gb-ram-4gb-8gb-virtual-ram-bateria-gigante-de-6500mah-processador-snapdragon-tela-120hz-ai-cmera-ip64-violeta/p/MLB66130734#polycard_client=search-desktop&search_layout=grid&position=39&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4573343865&sid=search,1,1,500-1k,21.75
"Smartphone Xiaomi Redmi 15 8gb 256gb Tela 6,9 144hz, Bateria 7.000 Mah, 50 Mp Preto",1390,1390.0,4.8,Desconhecida,Chegará grátis amanhã,0,https://www.mercadolivre.com.br/smartphone-xiaomi-redmi-15-8gb-256gb-tela-69-144hz-bateria-7000-mah-50-mp-preto/p/MLB61511995#polycard_client=search-desktop&search_layout=grid&position=40&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4390450235&sid=search,0,1,1k-2k,12.4
Celular Samsung Galaxy A56 5g 128gb 8gb Ram Rosa,1998,3299.0,4.9,Samsung,Chegará grátis amanhã,39,https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-128gb-8gb-ram-rosa/p/MLB47106876#polycard_client=search-desktop&search_layout=grid&position=41&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4561879339&sid=search,1,1,1k-2k,24.15
Apple iPhone 15 (128 GB) - Azul - Distribuidor Autorizado,4499,7209.0,4.9,Apple,Chegará grátis amanhã,38,https://www.mercadolivre.com.br/apple-iphone-15-128-gb-azul-distribuidor-autorizado/p/MLB1027172667#polycard_client=search-desktop&search_layout=grid&position=42&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4408547152&sid=search,1,1,2k-5k,23.85
iPhone 17 Pro 256GB - Azul-profundo - Distribuidor Autorizado,9899,11499.0,4.9,Apple,Chegará grátis amanhã,14,https://www.mercadolivre.com.br/iphone-17-pro-256gb-azul-profundo-distribuidor-autorizado/p/MLB1055308781#polycard_client=search-desktop&search_layout=grid&position=43&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5687335472&sid=search,1,1,5k-10k,16.65
iPhone 17 256 GB - Sálvia - Distribuidor Autorizado,6297,7999.0,4.9,Apple,Chegará grátis amanhã,21,https://www.mercadolivre.com.br/iphone-17-256gb-salvia-distribuidor-autorizado/p/MLB1055308843#polycard_client=search-desktop&search_layout=grid&position=44&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6545162768&sid=search,1,1,5k-10k,18.75
Apple iPhone 16 (128 GB) - Preto - Distribuidor Autorizado,4986,7799.0,4.9,Apple,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/apple-iphone-16-128-gb-preto-distribuidor-autorizado/p/MLB1040287808#polycard_client=search-desktop&search_layout=grid&position=45&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5120546360&sid=search,1,1,2k-5k,23.25
Smartphone Motorola Edge 60 Pro 5g - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Cinza,3059,5499.0,4.9,Motorola,Chegará grátis amanhã,44,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-pro-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-cinza/p/MLB48998798#polycard_client=search-desktop&search_layout=grid&position=46&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5389690592&sid=search,1,1,2k-5k,25.65
"Tcl Smartphone 605 4g, Octa Core, 128gb 12gb Ram (4+8), 6.7 Hd+ 90hz, Nfc, Dual Sim, 50mp",649,799.0,4.7,Mercado Livre,Chegará grátis amanhã,19,https://www.mercadolivre.com.br/tcl-smartphone-605-4g-octa-core-128gb-12gb-ram-48-67-hd-90hz-nfc-dual-sim-50mp/p/MLB53155051#polycard_client=search-desktop&search_layout=grid&position=47&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6161225994&sid=search,1,1,500-1k,18.05
Apple iPhone 15 (256 GB) - Preto - Distribuidor Autorizado,4751,8095.0,4.9,Apple,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/apple-iphone-15-256-gb-preto-distribuidor-autorizado/p/MLB1027172669#polycard_client=search-desktop&search_layout=grid&position=48&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB3621184765&sid=search,1,1,2k-5k,24.75
Smartphone Motorola Edge 60 Fusion 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) 50mp Sony Ai Camera Ip68 Nfc - Rosa,1939,3299.0,4.9,Motorola,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-fusion-5g-256gb-16gb-8gb-ram8gb-ram-boost-50mp-sony-ai-camera-ip68-nfc-rosa/p/MLB47251829#polycard_client=search-desktop&search_layout=grid&position=49&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4027318137&sid=search,1,1,1k-2k,24.75
Smartphone Motorola Moto G15 256gb 12gb 4GB RAM 8GB RAM Boost Camera 50mp Verde,899,1499.0,4.8,Motorola,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-motorola-moto-g15-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-verde/p/MLB44665542#polycard_client=search-desktop&search_layout=grid&position=50&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB5237351728&sid=search,1,1,500-1k,24.4
iPhone 17 Pro 512GB - Azul-profundo - Distribuidor Autorizado,11699,12999.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17-pro-512gb-azul-profundo-distribuidor-autorizado/p/MLB1055308802#polycard_client=search-desktop&search_layout=grid&position=51&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB4200188179&sid=search,1,1,10k+,15.45
"Smartphone Motorola Signature 5g - 512gb 24gb (12gb Ram + 12gb Ram Boost), 3 Cameras 50mp Sony Lytia E Zoom 100x, Tela 1.5k Extreme Amoled 165hz - Preto",7649,8999.0,4.8,Motorola,Chegará grátis amanhã,15,https://www.mercadolivre.com.br/smartphone-motorola-signature-5g-512gb-24gb-12gb-ram-12gb-ram-boost-3-cameras-50mp-sony-lytia-e-zoom-100x-tela-15k-extreme-amoled-165hz-preto/p/MLB65938141#polycard_client=search-desktop&search_layout=grid&position=52&type=product&tracking_id=6a140347-e9d2-4689-b301-e8cb1b2c6a38&wid=MLB6373850588&sid=search,1,1,5k-10k,16.9
