titulo,preco,preco_antigo,avaliacao,loja,frete,desconto_pct,link,tem_desconto,frete_gratis,faixa_preco,score
Smartphone Motorola Edge 60 Fusion 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) 50mp Sony Ai Camera Ip68 Nfc - Rosa,1939,3299.0,4.9,Motorola,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-fusion-5g-256gb-16gb-8gb-ram8gb-ram-boost-50mp-sony-ai-camera-ip68-nfc-rosa/p/MLB47251829#polycard_client=search-desktop&search_layout=grid&position=49&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB4027318137&sid=search,1,1,1k-2k,24.75
Smartphone Motorola Moto G15 256gb 12gb 4GB RAM 8GB RAM Boost Camera 50mp Verde,899,1499.0,4.8,Motorola,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-motorola-moto-g15-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-verde/p/MLB44665542#polycard_client=search-desktop&search_layout=grid&position=50&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB5237351728&sid=search,1,1,500-1k,24.4
iPhone 17 Pro 512GB - Azul-profundo - Distribuidor Autorizado,11699,12999.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17-pro-512gb-azul-profundo-distribuidor-autorizado/p/MLB1055308802#polycard_client=search-desktop&search_layout=grid&position=51&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB4200188179&sid=search,1,1,10k+,15.45
"Smartphone Motorola Signature 5g - 512gb 24gb (12gb Ram + 12gb Ram Boost), 3 Cameras 50mp Sony Lytia E Zoom 100x, Tela 1.5k Extreme Amoled 165hz - Preto",7649,8999.0,4.8,Motorola,Chegará grátis amanhã,15,https://www.mercadolivre.com.br/smartphone-motorola-signature-5g-512gb-24gb-12gb-ram-12gb-ram-boost-3-cameras-50mp-sony-lytia-e-zoom-100x-tela-15k-extreme-amoled-165hz-preto/p/MLB65938141#polycard_client=search-desktop&search_layout=grid&position=52&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB6373850588&sid=search,1,1,5k-10k,16.9
"Smartphone Motorola Moto G17 4g - 256gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Rosa",1078,1749.0,4.9,Motorola,Chegará grátis amanhã,38,https://www.mercadolivre.com.br/smartphone-motorola-moto-g17-4g-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-sony-lytia-600-tela-fhd-60hz-bateria-5200-mah-rosa/p/MLB65041664#polycard_client=search-desktop&search_layout=grid&position=53&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB4510840013&sid=search,1,1,1k-2k,23.85
Smartphone Oppo A6 Pro 256gb 8gb Ram 5g Ip69 Azul Espacial,2999,3199.0,4.9,Oppo,Chegará grátis amanhã,6,https://www.mercadolivre.com.br/smartphone-oppo-a6-pro-256gb-8gb-ram-5g-ip69-azul-espacial/p/MLB66177449#polycard_client=search-desktop&search_layout=grid&position=54&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB4536941689&sid=search,1,1,2k-5k,14.25
iPhone 17e 256GB Preto - Distribuidor Autorizado,5219,5799.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17e-256gb-preto-distribuidor-autorizado/p/MLB1066130044#polycard_client=search-desktop&search_layout=grid&position=55&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB6402322328&sid=search,1,1,5k-10k,15.45
Smartphone Samsung Galaxy A56 5g 6.7 Pol Octa-core 256gb 8gb,1998,3699.0,4.9,Samsung,Chegará grátis amanhã,46,https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a56-5g-67-pol-octa-core-256gb-8gb/p/MLB65302568#polycard_client=search-desktop&search_layout=grid&position=56&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB4609819131&sid=search,1,1,1k-2k,26.25
"Smartphone Motorola Moto G17 4g - 128gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Azul",899,1299.0,4.9,Motorola,Chegará grátis amanhã,31,https://www.mercadolivre.com.br/smartphone-motorola-moto-g17-4g-128gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-sony-lytia-600-tela-fhd-60hz-bateria-5200-mah-azul/p/MLB65041642#polycard_client=search-desktop&search_layout=grid&position=57&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB6420215012&sid=search,1,1,500-1k,21.75
"Smartphone Infinix Smart 10 4GB RAM 256GB SSD Câmera 8MP + IA, Tela 6.67 HD+ 120Hz, Bateria 5000mAh, Processador T7250, Android 15 Go, Dual Chip - Preto",670,1458.0,4.8,123 Comprou,Chegará grátis amanhã,54,https://www.mercadolivre.com.br/smartphone-infinix-smart-10-4gb-ram-256gb-ssd-cmera-8mp-ia-tela-667-hd-120hz-bateria-5000mah-processador-t7250-android-15-go-dual-chip-preto/p/MLB56327005#polycard_client=search-desktop&search_layout=grid&position=58&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB5751262142&sid=search,1,1,500-1k,28.599999999999998
Kit Samsung: Celular Galaxy A17 256gb 8gb Ram 50mp 6.7 Nfc Ip54 Preto + Galaxy Buds Core Branco,1431,1698.0,4.9,Samsung,Frete grátis,16,https://www.mercadolivre.com.br/kit-samsung-celular-galaxy-a17-256gb-8gb-ram-50mp-67-nfc-ip54-preto--galaxy-buds-core-branco/up/MLBU3605578150#polycard_client=search-desktop&search_layout=grid&position=59&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB5957929002&sid=search,1,1,1k-2k,17.25
Smartphone OPPO A5 256GB 6GB RAM Branco,1169,1499.0,4.8,Oppo,Chegará grátis amanhã,22,https://www.mercadolivre.com.br/smartphone-oppo-a5-256gb-6gb-ram-branco/p/MLB51680761#polycard_client=search-desktop&search_layout=grid&position=60&type=product&tracking_id=f87023ec-e343-4837-b1fc-1fb6b90c914d&wid=MLB5745515116&sid=search,1,1,1k-2k,19.0
Smartphone Motorola Moto G15 256gb 12gb 4GB RAM 8GB RAM Boost Camera 50mp Verde,899,1499.0,4.8,Motorola,Chegará grátis amanhã,40,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Dg%2FshGxXcl9WuER2uz9p2DBgnaNdhu9vI8k5e85KFraIE1jFuSMQ3a0QEc0sPlA5c0WDJhWAqKtaMKOu7hfFIzV37I3Gd2fdTSmZz%2Fn4K%2BDSrFMt8LUrpZ7GoNbD10xwh8HA5MZZhW37XT%2BiTvPuegabZ4cxhQfvsC6GVqYNwaQ3j%2BH5exYHsDTx%2BGGQpWc%2B4PT4c6q1QAvtqpLbAPSow5FAOiS5GD4AmcZICt4SejuQNPdg8tslm6Okg1X%2FwLPON08G4JrWRfBHkWWNGMXomR5wZ07TrFS8XLO03W9NYOMBxCgyabrCsks4tfnwf9O2TegzHlDaifx9HQOPSiKMYHVonkiPHOfEBUTgdgFQ2Oh9s6eRJ3WwET1HgoicOUlk%2Bwxc2qVJzCz2DR5cb1AJJbEew%2B5Z91Zw3lWblbGFpWdrxbRnlOKddlmZSNDpkNjFD3U%2FcScMnMsZoNcl9UhqwpUPAk7xvCMVl%2FWK9TVEpBvswFICp1Qu%2BBINNrYV1fqtSgoMI93Ypy4iWz5kfQmLX5DvhZCxY4hBWU1B9fQ6QCwDgwkK9l0MqOnp00W2pRSv14R4BRiFfZWF34Qd4C8FONdvMqXPmc62RzGRdohR10f3SKyJsGoY1M485H9S%2BDt1KpG7R5kbE638ataLj9kp%2FhYhUQFW3bHlm9QeGxuaVxAkHE8TJV4LNoQgsG9aNiZiGgPvTx9elprPTdE1mvKiJ948ncxVxP6j%2FDniMrp8rlD0PEWv5Drz8jmAGAAHWTduljzm1vawMlGabIy3zbqtdv9YxZNBgprGFOQFXHZlZ2hWV4I55IRjpcDg2heJF61dhmra%2F5Q4yQGpSFhuO221J6yUO%2FuXOjSAfWYC5KrQ3HSneib6JG2g85ZTmp%2B6i8XdVD%2FhTPNhxXKcry6KYVdR9desWw0%2BvjZe%2FYmmBPr2IGE05mezT2RQKdGnNH52E%2BI8ews2%2FyLNDSuw1mC1zhXnnG%2Bev44%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB44665542&backend_model=search-backend&search_layout=grid&position=1&type=pad&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB5237351728&sid=search,1,1,500-1k,24.4
"Smartphone Motorola Moto G17 4g - 128gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Azul",899,1299.0,4.9,Motorola,Chegará grátis amanhã,31,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=0g5IPfJm6YS1ciNDMIXsSY1QyMs3SLx6SBZRKJJgxwEKULBvq5dXuIcfszsdG2yloTDyR7XPKfzFWlaUr6WsYlB8GOI4xbRmvW4iXiGItAEA%2BFednTOa9O%2BLs2tmOMhQ4zbH8SM8WHoUxo%2FQUZywhcsm4tcAtqSxR3Usfms6wxkza6455%2B5173xcLGXXJiiwhbs9I8BWtplEQs9204G950p4GOxPvYhDZ1019joRavROlFzkGcRF0x965p%2Ffi%2B5Ue3YEkqhtgvZfCNQZ4iJ2SLxDMua%2B3Yac1nFMs%2BNgZkJm5SacUrxCHJMh57sb044aNZXY0AK4A9yqYIMeyfvmRgM9BNEbpHLYtG1IdSfc79csx2ciHDUH3SYpXcn7QkH%2FMuGbvJsuvynGwz6lHqYXcUYyxXN5RomiHfact0fOx127cu22CEgreIXkpjUm8%2BlKac4ZqGmvvWUpWAYOU87F%2FjKP7Y874prMVbCIW%2BUpedGIPNa51VuztStGLctj0AQ6uSxonMk6ipMnIzlHqwNb0Dgp6j77eSnf%2BZ6MVYO7HZK4dngk6ZxbDm79Rpl9RY8h2WcdZHHbEYMDc7ipfKlN337RQtvbFkGUutDXfHqyYcwYPEvEo0aX8sGKY6ta3c9W8UPhL32uOF06bAXvIno2VPhvY49f2k176%2BQKL9HGpsONp3nQe0PDkMPMbXmeEC%2FeDia8V1vUSBSQSR7qcoqNlPDBWZNfnNYpGlbKJBsTjr1xc3ciNxZLMn3rrk9AaibmFg%2BWUhUknTBUal6CF6sn3vCsTv70zlOb16vyNq1dLW2JumPDZbxlhncAh15ekInuxKSUqGFDxtDAYBoebArf8RAf798p3ndd3QAoRAFVCa8YQ5%2FrZf16h5sF5RvljUDLvcyJOIbsFVw3ZIgFygRpCK%2BkfsLrvPe%2Fc42VRqc7O%2F1YDKdBzjOF7n1isJubdfoe%2FEM1Qh%2B6ZS7wdeummcubG%2BN4Vnbayc0fZACqvND31ldCYeTCEv%2B0bCO1ydfgAiy5hv188vtCzZ121DSbBc5PdHf6RQ%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB65041642&backend_model=search-backend&search_layout=grid&position=2&type=pad&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB6420215012&sid=search,1,1,500-1k,21.75
Smartphone Motorola Moto G06 - 256gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9 - Bege,723,1349.0,4.9,Motorola,Chegará grátis amanhã,46,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kDMXXo4VtlthrotEt9wgRHJV1qh6tYP0bj2YOiVWXU1d2p1ZAycOAVHj1XBbsW3F%2BPPvUXbfUdkqPcFbZ0Ivd93PWFDVf5oBeW6D74TM8Fo1lq45fG7fsjPRsV4WULkMf0esmfPkfgBokDXVQZCVVW65Fgj4ARh6i5INH1aiB6CM8JZ8aejFqNxryMtkQ%2FyNb%2F5Fo24z4Dw55X6kHI5mx7QbG3TNmcaQ2o9IPpOzPzbcPtY6YASVBV3YG4psHX3FBpYJpKKO8e6VwaZNJtvHMDE6lFnqkDTPPtIw7wkeGEvxVVuU5T5EIVXMAtzUQfccY%2FtMGo7KwuxhNIH8mgF38x2qCJFEXF%2FJUpL1i2o1Hrgq7zF%2BOebOdPAq%2B78tH8t9WgHPs3b%2BELQwONtKubv7S0oH1Qobomm%2F9DSjGbzsJPv1kBrE16JCB8tQAQNyyAICELC3i3KwCXiuDX%2BM%2BD9SEmJ81GDWLX1rvZOW%2B38v%2BNaa15l%2FzUAwBApgm5XMWUzCzXpAGMxSPvnqfhul7LRIcHy%2Bb7mNjEKJyJkva1BGMok5BYbSu5niCKfd22Zxxi82XZty8o3LI03IJmVsP%2BSeBUbvGJHT5fjssutlH1zRHptQFvFpIsK8SNevZwrVH%2BgFzCmRtKUvLiHwK%2B4fEL4UzdKx5JS1Rdq6uwE%2Be7MVR5zU9SISQoIPGmnYIzVs18gjb3xU59e9nQIeBX4PlrUvcpdN3%2F2Ltpe26u1GKkas9ujxG5DRrI5Hef3eu54bk%2BG4GaPZBn0Lvm4SU860gz6MXUquuPreD9%2BRT7%2BJDLHamXY0rY0XT%2BBItFHRf74XcyhYwwdRfFlubulXmack%2FQopXS5J025qWut9ZspuAtUyAxk3Tx%2FtTkZ7aw2wKf36z1JIEEyYoKXpfHLF8%2FiD9xgFEvvXPia6oThTcAuXs5Ip28WCc1p5VWg%2FLjutItwv4cPR0z9nL3u8pJ5EfkWF7Hao%2BLEKS7GVExl%2FTiX54YqZDXfYbUIJf%2BOjc9dr7Tq1M37z9VQgjHFbxg%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB55762063&backend_model=search-backend&search_layout=grid&position=3&type=pad&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB5765125576&sid=search,1,1,500-1k,26.25
"Smartphone Motorola Moto G86 5g - 256gb 24gb (8gb Ram+16gb Ram Boost) Tela 1.5k Poled, 50mp Sony Camera Ois Moto Ai, Videos Em 4k, Ip68 + Ip69 - Vermelho",1792,2399.0,4.9,Motorola,Chegará grátis amanhã,25,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=S8G2nf%2B4oLn35Ml7v15gN9A8aCNAF%2BUI2d9Rerm3u82eezxdDWLMF9%2Flf3XaVOrAX1c0JQKu%2Feq7qaPZEKVWfBTJ5Dnx67tMo%2FB7NNNMx934PAFn1mfUViYpQ1v9rxX4S4L8Azmh9Hzk7cNuItJqOO6Epgj%2BCaPBsky3x%2BXoO1Fek3qWM6R9eL8PUC0dsFz%2BAoWwYYLxTEzZAuiED2LdxPV7P3I0wmumC3g%2FCyCu76ch3gUXonuuWgHtejkQ2r7vvxK76o6VNqHGIbHeXKWogjXVYwztYtCQa8%2FyNNLTo4xvOU3%2FwS5VL4hkE9Ec5QbierNc1vGN2%2Fmx0UCmkPNfDyNu6UyaAiQLOo2lPJ5BcZGw26FOuGOwRPxe20AtBQA%2BfVdLgMRXcoUyuu441owQ0OAFtQXeF0cfAVs8tZw6uxEZ8hNNsmA9BNkQEn6mxOQ2SMOQzvS%2BQWjXe08dZqruxOpdK%2BxlrjGJfCsCr%2FZbHgqCEYvirBE0fnmpVkpNmyIB6SNM2kSHt6vjELl9SWuY6jdao79rO%2FaIwRB%2BHSGc64w73lhvMPohECJR8bKn1m8axGAIavEEAkkKOFLufXYzdcY5kHUaUst4GZRyFOXD9SYAXw0eaRzmN9UETlSWY0YEsZVhKEyuOm4RSFoGVJMNwB5nHtZkxCTAfvSvUNJPp2K34Tav32%2FmYVMcH7Tu7ijqRbmEFBBY%2Fj1A%2FLPVy4k39IucVS5JKd0HM%2Bg4yapv3hA0T3gRi6zM9HZs3ns44RCaIaxXqcmMKyVnhSDunKpwN5jrDG5HnIgS5xE2eTZMY4aGH8sLu6S534dC3nLQNkfetkRT%2Fn3Zy1r%2FUcBp1nMDI2cWYTnIoq50f39YHl90TYaaGg2g1%2FHQZoe43%2BML0EZeonog3uuHoZHFgLFR%2BTBvNxg24e6dnswF1tzg92PJYaCloXiss6eHqpVQWvDC%2BPma0oAHlFzt1jhmaS8HNG7FoIi9hGVQbIe1GgXhWxm5RFJVQS%2BDDv2PugxaX4KuHsuhaCA1h8p3VgVvmsySRalie1IQpsqVRRYg9SRRF%2ByCx5Lk#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB51340616&backend_model=search-backend&search_layout=grid&position=4&type=pad&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB5462013472&sid=search,1,1,1k-2k,19.95
Celular Samsung Galaxy A56 5g 256gb 8gb Ram Cinza,1998,3699.0,4.9,Samsung,Chegará grátis amanhã,46,https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-256gb-8gb-ram-cinza/p/MLB47114363#polycard_client=search-desktop&search_layout=grid&position=5&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB5317821714&sid=search,1,1,1k-2k,26.25
Smartphone Samsung Galaxy A36 5g 128gb 6gb Ram Câmera Tripla De Até 50mp Selfie De 12mp Ip67 Super Amoled 6.7'' Nfc Recursos Ai Android E Segurança Snapdragon - Preto,1430,2815.0,4.9,Webfones,Chegará grátis amanhã,49,https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a36-5g-128gb-6gb-ram-cmera-tripla-de-ate-50mp-selfie-de-12mp-ip67-super-amoled-67-nfc-recursos-ai-android-e-seguranca-snapdragon-preto/p/MLB47115842#polycard_client=search-desktop&search_layout=grid&position=6&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB6410679768&sid=search,1,1,1k-2k,27.15
Xiaomi Redmi 14c 4G 256 GB 8 GB RAM dual sim cor preto,830,830.0,4.6,Desconhecida,Não informado,0,https://www.mercadolivre.com.br/xiaomi-redmi-14c-4g-256-gb-8-gb-ram-dual-sim-cor-preto/p/MLB41287578#polycard_client=search-desktop&search_layout=grid&position=7&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB6628300600&sid=search,0,0,500-1k,2.3
Smartphone Motorola Moto G06 - 128gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9,661,999.0,4.9,Desconhecida,Chegará grátis amanhã,34,https://www.mercadolivre.com.br/smartphone-motorola-moto-g06-128gb-12gb-4gb-ram-8gb-ram-boost-e-camera-50mp-com-ai-bateria-de-5200-mah-tela-69/p/MLB61381499#polycard_client=search-desktop&search_layout=grid&position=8&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB4515672567&sid=search,1,1,500-1k,22.65
"Celular Samsung Galaxy A07 128gb, 4gb, Câmera 50mp, Tela 6.7 , Proteção Ip54, Processador 6nm - Preto",599,899.0,4.9,Samsung,Chegará grátis amanhã,33,https://www.mercadolivre.com.br/celular-samsung-galaxy-a07-128gb-4gb-cmera-50mp-tela-67-proteco-ip54-processador-6nm-preto/p/MLB55034955#polycard_client=search-desktop&search_layout=grid&position=9&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB5859349564&sid=search,1,1,500-1k,22.35
Samsung Galaxy A06 5g Dual Sim 128gb preto,719,989.0,4.8,Vikings,Chegará grátis amanhã,27,https://www.mercadolivre.com.br/samsung-galaxy-a06-5g-dual-sim-128gb-preto/p/MLB48946861#polycard_client=search-desktop&search_layout=grid&position=10&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB6433836010&sid=search,1,1,500-1k,20.5
"Celular Samsung Galaxy A17 Com Ia, 256gb, 8gb Ram, Câm De 50mp, Tela De 6.7 , Nfc, Ip54 - Preto",1259,1399.0,4.9,Samsung,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/celular-samsung-galaxy-a17-com-ia-256gb-8gb-ram-cm-de-50mp-tela-de-67-nfc-ip54-preto/p/MLB55254425#polycard_client=search-desktop&search_layout=grid&position=11&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB4583723537&sid=search,1,1,1k-2k,15.45
"Celular Samsung Galaxy A07 256gb, 8gb, Câmera 50mp, Tela 6.7 , Proteção Ip54, Processador 6nm - Violeta",852,1399.0,4.9,123 Comprou,Chegará grátis amanhã,39,https://www.mercadolivre.com.br/celular-samsung-galaxy-a07-256gb-8gb-cmera-50mp-tela-67-proteco-ip54-processador-6nm-violeta/p/MLB54964804#polycard_client=search-desktop&search_layout=grid&position=12&type=product&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB4277746349&sid=search,1,1,500-1k,24.15
Smartphone Motorola Edge 60 Neo 5G - 256GB 24GB (12GB RAM + 12GB Ram Boost) 50MP Sony Camera Moto AI e tela 1.5K Super HD - Latte,1799,3799.0,4.9,Motorola,Chegará grátis amanhã,53,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=yTm9hifMIdDigPiAR0IG1U6vW%2FWuPETO%2B7kt1iwmsxhlQ2M3ANLMX%2FpTPlQubVnmUcB6nDO75%2Fi5z03uv8cMUYvcbsOxSRi2Xh83f9OxZhQAnxr0%2Bmg41%2BfZ%2B2JyB05yjZqoXjYnkM11h3br7UpiK2ZX1%2B9zOutX%2FfPSqHcTGrr01gaePbnW%2BN1nKw2GKZ2k8Mvl12DZj5s0T%2B9LbCh5uDAmoeHFcJQonk6PQ%2BnGSK371KkbaZuEWx1gAIYefv9yn0S6Y7tnS2J8M2ZRiKVRAa7B2Jx6rKYGtsWi7st0RqoXJ9CUhlp1KQaD2FMmwFvdE%2BNCwhk4r41Ecph5prFHbWchA6jDehG8KKS%2FKCC8uDA1lUF1ZVGkTCcArWNqLpMBo9D6jd3wrBOPCu5HzK1K507VMyg5gYEG9U1FJAHCxxa8jffozVIuRXAtLYTpcXBg0CwF2K7GBUSDu3RUVlaLFUGTdLr5ObDMv0Z3dYep9kT80r5Quk%2FRjUQKUaNjPTj%2FAGlE0%2FoY5Gl%2FtL2QQxHrUYzwU8cHASabwBE7YNF70ncZtu69x9ymJij9CiQWSmPdOGZiTctOm3uyq23y4ON0wRz7%2F79vuvIjptDqoAUqFPsJ9YPpjINZc8TGb6bbyfBl30Ib8RgKZ1%2BQrLIGo7H57XIxkf4k%2F6XckrZxJSPmrph23Pptfe3nlUFUaNHBiiy6HcqX3fziGw2vUVzLJD3fvTYV%2BLQYupMN0tcQ4Xr9UnidApRCuXYQKpaNrHaAaeWyQKNmC7ghRpMLQVz8f9QT6WASZ%2B2QSPhEXoJCI83%2BRGaPGt%2F8RsBuZFuG9zzf3O1eOMt6ozjbKdYvTpNMNy4FAjxIRVzCHH9Kgni54J86rwuUnoDqVe6PWTde%2BK%2BFXl9xjITJnWUNhtGPkIHhqq6qEyB5SPurQ6BK0qcyj2pOxmYW%2Bk8npSRVLFTPZCSM37h04VO%2FLcLgU9Nk3SpPvocuPUPK%2BcC%2Ba%2BQ1DAX3w9et2l3O6KyHXlff3qn48%2Bh4onnkuf6SJi4lvjIRkL%2FUAw%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB58684606&backend_model=search-backend&search_layout=grid&position=13&type=pad&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB4265763257&sid=search,1,1,1k-2k,28.349999999999998
Smartphone Motorola Moto G05 256gb 4gb Ram Camera 50mp Vermelho,699,1199.0,4.9,Motorola,Chegará grátis amanhã,42,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=S4rPQhIotYqsLYF9HFzOJMUTx3eh4XS69x3i5xt6%2BDWckHFd1tE4Giaz7zLmv5SgASdJ2JJ4Ub%2Bw7YF1bbBcRVxMZEm7IZ2mhMnlfYUorHknjvHHccWVlv5fCFYR83tFZtbxCite3fsWShT6BCJaZZ21wc1Nchy2e8WsYzDans9W4vS8Zr6mtSoofZuHM4YLhfnV%2BBq5rYOS2GvEwXDfxPmj%2FzJamJ1JASzkJ5K9%2Fe6pYjzEwFyBIKut6TqimH5Xv676mUsB%2B%2B2zDcyrRNfpArpgxnhyiO0a50%2BpTzoEt4U98URIatUqkitZdUBlX3cy6XYBt20%2BBXVWgK1qiSsYRmXWJYwEIcjcSlXEVTUBzfC9hUnfs12jodqvk3i8MpYIQkuTS5elCDWEeMtkmb7%2BAx0XO9fw%2BJHIQi0AXHlczZ3yC7R8X3tbG6sapOdA5IOx3ZP1cpBGwacMBZQdIRthTmf4ktGtWBIa7%2FQAkZb%2F6JVmhI15thdIQN%2BcBqL6xrXnH7gIa8URCZfCoJbhm3iLb09vJSx3Ex6HveRuxbX0ozVEKf5%2F3nYAZjcDOtv9mXjUGlAKBZFRX3dl2pgAjh8qbR9%2BV67XGFyOvdvdzg%2F9cF22cDga7ctPgPSNhLim5IKFuZJWBIeL6TRQ8kJO2ocM7Tmd5sSbgrANIWHVr8HW%2FIfMzJSCpmIZvxhWzlZFlf%2FB5Fn4z8lFXKBtltIcWVu4Jg5VnGuYc8%2BWSlgacwqdXsPjkjNxk9wK4NHdBWkYsJZdRt8wdMUjQ4udzD%2BlzRuO2uI7s6o5UheoDGLDwptbCVfMJDFRQfBI6Z4DkT6hX%2F%2BEVTkPe5XvuBj%2B0mGAczvNV07xalAfPjN0MAap51CgCrsIXxs%2FQ6QEmC2Pw6taE%2FaUAHIppMiQWv%2FY7pqFtMCgU7agci04d7JXdpTNdAIRBpMWtH%2B%2BVRH4JtYqeXnCBn6NjOgNc2wlBA%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB58493174&backend_model=search-backend&search_layout=grid&position=14&type=pad&tracking_id=b8546d9a-c6d9-48c9-92a1-a2c22368eaac&wid=MLB5774641722&sid=search,1,1,500-1k,25.05
